,0
851,CN1C(=O)C[C@@](C)(c2cc(CCc3ccc4c(c3)CCN(C(=O)OC(C)(C)C)C4)cs2)N/C1=N/C(=O)OC(C)(C)C
852,CN1C(=O)C[C@@](C)(c2cc(C3(c4ccc(Cl)nc4)CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
853,CN1C(=O)C[C@@](C)(c2cc(C3C4COCC43)cs2)N/C1=N/C(=O)OC(C)(C)C
854,CN1C(=O)C[C@@](C)(c2cc(CC3(NC(=O)OC(C)(C)C)CCC3)cs2)N/C1=N/C(=O)OC(C)(C)C
855,CN1C(=O)C[C@@](C)(c2cc(C3CCNC(=O)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
856,CN1C(=O)C[C@@](C)(c2cc(C3CCC(F)(F)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
857,CN1C(=O)C[C@@](C)(c2cc(C3CCCN(C(=O)OCc4ccccc4)CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
858,CN1C(=O)C[C@@](C)(c2cc(C3COC(c4ccccc4)CO3)cs2)N/C1=N/C(=O)OC(C)(C)C
859,CN1C(=O)C[C@@](C)(c2cc(C3CC(Oc4ccccc4)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
860,CN1C(=O)C[C@@](C)(c2cc(C3C4CCC3CN(C(=O)OC(C)(C)C)C4)cs2)N/C1=N/C(=O)OC(C)(C)C
861,CN1C(=O)C[C@@](C)(c2cc(C3CN(C(=O)OC(C)(C)C)C[C@@H]3c3ccccc3F)cs2)N/C1=N/C(=O)OC(C)(C)C
862,CN1C(=O)C[C@@](C)(c2cc(Cc3c[nH]c4cnccc34)cs2)N/C1=N/C(=O)OC(C)(C)C
863,COc1cc(Cc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)cnc1OC
864,CN1C(=O)C[C@@](C)(c2cc(C3(N(C)C(=O)OC(C)(C)C)CC3)cs2)N/C1=N/C(=O)OC(C)(C)C
865,Cc1ccccc1COCc1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
866,COC(=O)c1ccc(Cc2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)cc1
867,CN1C(=O)C[C@@](C)(c2cc(CC3COC3)cs2)N/C1=N/C(=O)OC(C)(C)C
868,CN1C(=O)C[C@@](C)(c2cc(C3CCCC4CC(NC(=O)OC(C)(C)C)C(=O)N43)cs2)N/C1=N/C(=O)OC(C)(C)C
869,Cc1n[nH]c2c1CC(c1csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c1)CC2
870,CN1C(=O)C[C@@](C)(c2cc(C3CC(=O)CC3(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
871,CN1C(=O)C[C@@](C)(c2cc(C3CC4CC3C(=O)O4)cs2)N/C1=N/C(=O)OC(C)(C)C
872,CN1C(=O)C[C@@](C)(c2cc(C3CC(O)(c4ccccc4)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
873,CN1C(=O)C[C@@](C)(c2cc(C3CC4CC(O)CC(C4)C3)cs2)N/C1=N/C(=O)OC(C)(C)C
874,CN1C(=O)C[C@@](C)(c2cc(C3CCCCC34CC4)cs2)N/C1=N/C(=O)OC(C)(C)C
875,COCc1n[nH]c2c1CC(c1csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c1)CC2
876,CN1C(=O)C[C@@](C)(c2cc(CC3CC4CCC(C3)N4C(=O)OC(C)(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
877,CN1C(=O)C[C@@](C)(c2cc(C[C@H]3CCCN(C4CCN(C(=O)OC(C)(C)C)CC4)C3=O)cs2)N/C1=N/C(=O)OC(C)(C)C
878,CN1C(=O)C[C@@](C)(c2cc(Cc3cccc(-n4cccn4)c3)cs2)N/C1=N/C(=O)OC(C)(C)C
879,CN1C(=O)C[C@@](C)(c2cc(CCc3ccc(-n4ccnn4)cc3)cs2)N/C1=N/C(=O)OC(C)(C)C
880,CN1C(=O)C[C@@](C)(c2cc(Cc3ccc(-n4nccn4)cc3)cs2)N/C1=N/C(=O)OC(C)(C)C
881,CN1C(=O)C[C@@](C)(c2cc(C3CN(C(=O)OC(C)(C)C)CC3(C)C)cs2)N/C1=N/C(=O)OC(C)(C)C
882,CN1C(=O)C[C@@](C)(c2cc(Cc3ccc4cnn(C)c4c3)cs2)N/C1=N/C(=O)OC(C)(C)C
883,C[C@@H]1CCC(c2csc([C@]3(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N3)c2)CN1C(=O)OCc1ccccc1
884,COC(=O)C1CN(C(=O)OC(C)(C)C)CCC1c1csc([C@]2(C)CC(=O)N(C)/C(=N\C(=O)OC(C)(C)C)N2)c1
